ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpent,TotalPurchases,TotalChildren,TotalCampaignsAccepted,CustomerTenureDays,CLV,IncomeGroup,AgeGroup,CustomerSegment,CustomerSegmentLabel
182,1946,PhD,Married,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,79,397,13,1,0,4535,31.9744762954796,Lower-Mid,60+,0,Champions
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,50,2089,21,0,0,4562,167.25279482683032,Upper-Mid,40-50,3,Lost
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,64,138,7,2,0,4632,10.881800518134716,Lower-Mid,60+,2,Potential
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,42,4,1,0,4485,3.420401337792642,Low,30-40,0,Champions
4607,1959,Graduation,Married,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,777,16,0,0,4431,64.04857819905213,Mid,60+,3,Lost
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,81,1902,19,0,2,4241,163.8070030653148,Upper-Mid,60+,3,Lost
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,60,52,5,2,0,4274,4.443846513804399,Lower-Mid,50-60,0,Champions
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,38,1651,12,0,1,4241,142.1899905682622,Mid,30-40,1,At Risk
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,34,358,12,0,0,4438,29.463609734114463,Lower-Mid,30-40,2,Potential
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,72,1727,15,0,2,4758,132.57392812105925,Mid,60+,1,At Risk
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38,210,7,1,0,4780,16.04654811715481,Low,30-40,2,Potential
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,42,4,1,0,4693,3.2688046025996162,Lower-Mid,30-40,0,Champions
4322,1958,PhD,Married,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,67,1291,19,0,0,4335,108.77456747404844,Upper-Mid,60+,3,Lost
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,48,442,14,0,0,4142,38.97646064703042,Mid,40-50,0,Champions
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,61,1895,16,0,0,4807,143.98767422508843,Mid,60+,3,Lost
3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,65,411,13,2,0,4359,34.438575361321405,Lower-Mid,60+,0,Champions
702,1975,2n Cycle,Widowed,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,50,521,15,1,0,4620,41.189448051948055,Lower-Mid,40-50,1,At Risk
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,56,1168,16,1,0,4405,96.8472190692395,Mid,50-60,1,At Risk
4769,1977,Master,Married,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48,493,16,2,1,4132,43.578956921587604,Mid,40-50,1,At Risk
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,63,260,10,2,0,4552,20.86225834797891,Mid,60+,0,Champions
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,46,5,1,0,4498,3.735326811916407,Low,40-50,0,Champions
10741,1951,Master,Married,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,319,12,1,0,4565,25.523493975903616,Lower-Mid,60+,0,Champions
1991,1967,Graduation,Married,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,58,96,6,1,0,4283,8.186784963810414,Lower-Mid,50-60,2,Potential
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,58,1062,15,0,1,4255,91.16227967097532,Upper-Mid,50-60,3,Lost
11096,1952,2n Cycle,Married,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,73,232,10,1,0,4446,19.059379217273953,Mid,60+,0,Champions
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,44,76,6,1,0,4309,6.442097934555581,Low,40-50,0,Champions
3665,1977,2n Cycle,Married,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48,54,6,1,0,4355,4.528932261768083,Low,40-50,2,Potential
10591,1969,Graduation,Widowed,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,56,201,9,1,0,4813,15.253532100560982,Lower-Mid,50-60,2,Potential
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,41,406,12,1,0,4699,31.558097467546286,Lower-Mid,40-50,2,Potential
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,1919,19,0,2,4447,157.61519001574095,Upper-Mid,40-50,3,Lost
7822,1976,Graduation,Married,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,49,662,18,1,0,4511,53.60130791398803,Mid,40-50,1,At Risk
8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,35,41,6,1,0,4234,3.5369036372224847,Low,30-40,0,Champions
10955,1964,Graduation,Widowed,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,61,1600,13,0,0,4294,136.09687936655797,Upper-Mid,60+,1,At Risk
4368,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,45,134,7,1,0,4329,11.305959805959805,Lower-Mid,40-50,0,Champions
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,57,69,6,2,1,4275,5.895263157894737,Low,50-60,2,Potential
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,52,21,4,2,0,4213,1.820614763826252,Low,50-60,2,Potential
4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,62,54,5,2,0,4211,4.683804322013773,Lower-Mid,60+,0,Champions
5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,36,91,6,1,1,4203,7.908101356174161,Low,30-40,2,Potential
9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,54,526,16,1,0,4263,45.067206192821956,Mid,50-60,1,At Risk
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,62,162,7,0,0,4558,12.981680561649846,Low,60+,0,Champions
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,76,1008,24,0,0,4356,84.52066115702479,Upper-Mid,60+,3,Lost
8692,1952,Graduation,Married,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,73,240,10,2,0,4776,18.35427135678392,Lower-Mid,60+,0,Champions
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,47,795,19,1,0,4606,63.0424989144594,Mid,40-50,1,At Risk
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,43,1772,18,0,1,4571,141.59330562240208,Upper-Mid,40-50,3,Lost
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,55,64,6,0,0,4451,5.2518535160638065,Low,50-60,2,Potential
3174,1959,Graduation,Married,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,66,1957,19,1,4,4524,158.00049734748012,Upper-Mid,60+,1,At Risk
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47,78,6,1,0,4414,6.454349796103307,Lower-Mid,40-50,2,Potential
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,45,1572,19,0,0,4499,127.62236052456102,Upper-Mid,40-50,1,At Risk
9780,1971,Master,Married,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,54,795,24,1,0,4490,64.67121380846325,Mid,50-60,3,Lost
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,889,21,1,0,4286,75.75997433504433,Mid,50-60,3,Lost
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,62,331,12,1,0,4357,27.747934358503556,Lower-Mid,60+,2,Potential
4184,1950,PhD,Married,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,75,265,10,1,0,4143,23.362599565532225,Mid,60+,2,Potential
9120,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,63,1065,15,1,0,4692,82.90521099744245,Mid,60+,1,At Risk
891,1951,Master,Married,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,74,11,3,2,0,4416,0.9098165760869565,Low,60+,0,Champions
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46,21,3,1,0,4480,1.712109375,Lower-Mid,40-50,2,Potential
3525,1970,Graduation,Married,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,17,3,2,0,4690,1.3239339019189766,Lower-Mid,50-60,2,Potential
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51,369,11,1,0,4776,28.219692211055275,Lower-Mid,50-60,2,Potential
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,57,38,4,2,0,4274,3.2474262985493687,Lower-Mid,50-60,0,Champions
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,47,177,8,1,0,4410,14.659693877551021,Lower-Mid,40-50,2,Potential
1029,1970,PhD,Married,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,55,279,11,1,0,4453,22.884516056591064,Mid,50-60,2,Potential
7369,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,62,5,1,0,4391,5.1572534730129815,Lower-Mid,40-50,0,Champions
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,48,1230,18,1,3,4635,96.92718446601941,Mid,40-50,3,Lost
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,57,182,8,2,0,4210,15.789904988123515,Mid,50-60,2,Potential
1160,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,55,49,6,2,0,4431,4.039099526066351,Low,50-60,2,Potential
10242,1966,PhD,Married,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,59,75,6,2,0,4407,6.215963240299524,Lower-Mid,50-60,2,Potential
5253,1956,Master,Married,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,69,227,10,2,0,4476,18.52362600536193,Mid,60+,0,Champions
5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,51,215,10,2,1,4717,16.64802840788637,Lower-Mid,50-60,0,Champions
5314,1951,Graduation,Married,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,74,444,13,1,0,4589,35.33907169317934,Lower-Mid,60+,0,Champions
5081,1967,2n Cycle,Married,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58,47,4,2,0,4373,3.9256231420077747,Lower-Mid,50-60,0,Champions
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,74,143,6,0,0,4561,11.451600526200394,Low,60+,0,Champions
5756,1983,Graduation,Married,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,55,5,1,0,4208,4.773942490494297,Lower-Mid,40-50,0,Champions
8036,1971,2n Cycle,Married,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,54,63,7,2,0,4193,5.487896494156929,Low,50-60,2,Potential
9058,1955,Graduation,Widowed,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,70,1867,21,0,3,4765,143.11054564533055,Upper-Mid,60+,1,At Risk
5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,64,611,18,1,0,4409,50.61640961669313,Mid,60+,1,At Risk
254,1955,Graduation,Married,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,70,473,15,1,1,4164,41.48973342939482,Mid,60+,2,Potential
4179,1959,Graduation,Married,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,66,55,5,0,0,4434,4.530615696887686,Low,60+,0,Champions
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,41,81,5,1,0,4746,6.233723135271808,Lower-Mid,40-50,2,Potential
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,50,2086,21,0,2,4685,162.62785485592315,Upper-Mid,40-50,3,Lost
4501,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,60,1478,19,0,0,4352,124.04400275735294,Mid,50-60,1,At Risk
6424,1977,Graduation,Married,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48,49,4,1,0,4271,4.190412081479747,Lower-Mid,40-50,2,Potential
3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,53,382,14,0,0,4412,31.62409338168631,Mid,50-60,2,Potential
4992,1975,Master,Married,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,50,69,6,1,0,4404,5.72258174386921,Low,40-50,2,Potential
5252,1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,56,67,5,1,0,4732,5.171544801352494,Low,50-60,0,Champions
7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,56,30,4,2,0,4374,2.5051440329218106,Lower-Mid,50-60,2,Potential
6919,1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,47,63,6,1,0,4511,5.101030813566837,Low,40-50,2,Potential
3537,1981,Graduation,Married,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,44,79,7,1,0,4802,6.00890254060808,Lower-Mid,40-50,0,Champions
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,42,4,1,0,4614,3.3247724317295186,Lower-Mid,60+,2,Potential
2453,1960,Graduation,Married,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,65,819,20,1,0,4788,62.47697368421053,Mid,60+,1,At Risk
7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,70,1151,16,0,0,4406,95.41596686336813,Mid,60+,1,At Risk
895,1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,77,594,17,2,0,4688,46.27954351535836,Mid,60+,1,At Risk
1177,1966,Master,Married,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,59,129,7,2,0,4640,10.15457974137931,Lower-Mid,50-60,0,Champions
7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,39,213,8,1,0,4668,16.66629177377892,Low,30-40,2,Potential
7232,1973,Graduation,Widowed,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,52,67,5,1,0,4259,5.745891054238084,Lower-Mid,50-60,0,Champions
8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,69,28,4,3,0,4596,2.225195822454308,Low,60+,0,Champions
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,50,45,4,1,0,4732,3.47342561284869,Lower-Mid,40-50,2,Potential
988,1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,60,1193,17,0,1,4174,104.39464542405366,Upper-Mid,50-60,1,At Risk
7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,56,268,10,0,0,4435,22.071476888387824,Low,50-60,0,Champions
4587,1944,Master,Widowed,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,81,266,11,0,0,4467,21.749832102081932,Lower-Mid,60+,0,Champions
6682,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,37,4,1,0,4686,2.8839628681177976,Low,50-60,2,Potential
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,58,37,5,3,0,4365,3.0960481099656354,Low,50-60,2,Potential
10299,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,56,882,22,0,0,4718,68.28115727002967,Lower-Mid,50-60,1,At Risk
3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,51,373,13,2,0,4459,30.55354339538013,Lower-Mid,50-60,0,Champions
8953,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,60,35,4,3,0,4540,2.8158039647577096,Lower-Mid,50-60,0,Champions
1503,1976,PhD,Married,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,49,107,1,2,0,4512,8.661735372340425,High,40-50,2,Potential
8650,1978,Graduation,Widowed,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,47,42,4,2,0,4589,3.3428851601656135,Mid,40-50,2,Potential
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,65,326,12,1,0,4802,24.796230737192836,Lower-Mid,60+,2,Potential
2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,64,404,14,1,0,4474,32.981895395619134,Mid,60+,2,Potential
6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,54,95,5,0,0,4471,7.760847685081637,Lower-Mid,50-60,0,Champions
10972,1949,Graduation,Widowed,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,76,939,13,0,2,4232,81.04200141776937,Mid,60+,1,At Risk
10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,33,4,1,0,4304,2.800476301115242,Lower-Mid,40-50,0,Champions
6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,70,981,20,0,1,4512,79.41273271276596,Mid,60+,1,At Risk
3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,49,36,5,1,0,4646,2.830176495910461,Low,40-50,0,Champions
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,50,1237,19,1,0,4512,100.13613696808511,Upper-Mid,40-50,1,At Risk
4299,1960,Graduation,Married,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,65,1825,27,1,0,4767,139.8324417872876,Mid,60+,3,Lost
3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,48,103,6,2,0,4782,7.867158092848181,Lower-Mid,40-50,0,Champions
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,48,191,9,1,0,4679,14.909756358196194,Low,40-50,0,Champions
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,55,1586,23,1,0,4343,133.38395118581627,Mid,50-60,3,Lost
9624,1958,PhD,Married,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,67,963,13,0,0,4137,85.02193618564178,Mid,60+,3,Lost
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,889,21,1,0,4286,75.75997433504433,Mid,50-60,3,Lost
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,65,93,6,0,1,4255,7.983137485311397,Lower-Mid,60+,2,Potential
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,52,1587,20,0,0,4558,127.17238920579202,Upper-Mid,50-60,3,Lost
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,63,16,3,3,0,4232,1.3809073724007561,Lower-Mid,60+,2,Potential
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,73,1375,31,0,0,4511,111.33202172467303,Upper-Mid,60+,1,At Risk
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,63,393,13,1,0,4658,30.8164984972091,Mid,60+,2,Potential
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,75,1477,21,1,0,4760,113.33492647058823,Mid,60+,1,At Risk
